date,cases,Mean.R.,province,city,roll_corr
3/14/2022,6,1.586352781,Beijing,Beijing_Beijing,NA
3/15/2022,10,1.278762892,Beijing,Beijing_Beijing,NA
3/16/2022,4,1.07286613,Beijing,Beijing_Beijing,NA
3/17/2022,8,0.928811163,Beijing,Beijing_Beijing,NA
3/18/2022,1,0.825004736,Beijing,Beijing_Beijing,NA
3/19/2022,1,0.749852639,Beijing,Beijing_Beijing,NA
3/20/2022,4,0.696910202,Beijing,Beijing_Beijing,NA
3/21/2022,6,0.662459579,Beijing,Beijing_Beijing,NA
3/22/2022,4,0.644294546,Beijing,Beijing_Beijing,NA
3/23/2022,4,0.641160325,Beijing,Beijing_Beijing,NA
3/24/2022,0,0.652235653,Beijing,Beijing_Beijing,NA
3/25/2022,2,0.677270683,Beijing,Beijing_Beijing,NA
3/26/2022,1,0.716755756,Beijing,Beijing_Beijing,NA
3/27/2022,0,0.771918625,Beijing,Beijing_Beijing,0.925299729
3/28/2022,0,0.843975542,Beijing,Beijing_Beijing,0.880230997
3/29/2022,2,0.933027668,Beijing,Beijing_Beijing,0.676148142
3/30/2022,0,1.036462203,Beijing,Beijing_Beijing,0.240751585
3/31/2022,0,1.148084313,Beijing,Beijing_Beijing,-0.122132074
4/1/2022,0,1.257365978,Beijing,Beijing_Beijing,-0.270484161
4/2/2022,0,1.350791935,Beijing,Beijing_Beijing,-0.19896137
4/3/2022,1,1.41520785,Beijing,Beijing_Beijing,0.299970939
4/4/2022,9,1.442153671,Beijing,Beijing_Beijing,0.643333765
4/5/2022,5,1.429693606,Beijing,Beijing_Beijing,0.790090042
4/6/2022,4,1.382292423,Beijing,Beijing_Beijing,0.837802471
4/7/2022,10,1.310430166,Beijing,Beijing_Beijing,0.819532681
4/8/2022,6,1.225743747,Beijing,Beijing_Beijing,0.740611054
4/9/2022,3,1.137747295,Beijing,Beijing_Beijing,0.629362617
4/10/2022,0,1.053470335,Beijing,Beijing_Beijing,0.526928603
4/11/2022,4,0.978630995,Beijing,Beijing_Beijing,0.28695303
4/12/2022,0,0.919197615,Beijing,Beijing_Beijing,-0.082336601
4/13/2022,1,0.882129765,Beijing,Beijing_Beijing,-0.381218469
4/14/2022,2,0.874478542,Beijing,Beijing_Beijing,-0.574825732
4/15/2022,0,0.90528935,Beijing,Beijing_Beijing,-0.704023205
4/16/2022,0,0.987421461,Beijing,Beijing_Beijing,-0.74327342
4/17/2022,3,1.136235319,Beijing,Beijing_Beijing,-0.607880274
4/18/2022,2,1.365079929,Beijing,Beijing_Beijing,-0.269242824
4/19/2022,2,1.673633979,Beijing,Beijing_Beijing,0.270974244
4/20/2022,1,2.032244646,Beijing,Beijing_Beijing,0.64370378
4/21/2022,1,2.378033859,Beijing,Beijing_Beijing,0.794948609
4/22/2022,6,2.637579848,Beijing,Beijing_Beijing,0.850469193
4/23/2022,22,2.762438751,Beijing,Beijing_Beijing,0.874751278
4/24/2022,19,2.745015034,Beijing,Beijing_Beijing,0.939958725
4/25/2022,33,2.608408502,Beijing,Beijing_Beijing,0.964035632
4/26/2022,34,2.397135054,Beijing,Beijing_Beijing,0.954358987
4/27/2022,50,2.157620911,Beijing,Beijing_Beijing,0.936944439
4/28/2022,49,1.920535657,Beijing,Beijing_Beijing,0.915387467
4/29/2022,54,1.700485017,Beijing,Beijing_Beijing,0.887468205
4/30/2022,59,1.502405327,Beijing,Beijing_Beijing,0.857168893
5/1/2022,41,1.327706437,Beijing,Beijing_Beijing,0.846320446
5/2/2022,62,1.178299264,Beijing,Beijing_Beijing,0.841579776
5/3/2022,51,1.056163541,Beijing,Beijing_Beijing,0.852839042
5/4/2022,50,0.96217135,Beijing,Beijing_Beijing,0.867256105
5/5/2022,72,0.896818318,Beijing,Beijing_Beijing,0.879390856
5/6/2022,53,0.859916766,Beijing,Beijing_Beijing,0.887444694
5/7/2022,62,0.850693477,Beijing,Beijing_Beijing,0.892142866
5/8/2022,49,0.867661609,Beijing,Beijing_Beijing,0.893372914
5/9/2022,74,0.90786662,Beijing,Beijing_Beijing,0.893121924
5/10/2022,37,0.965848124,Beijing,Beijing_Beijing,0.890232957
5/11/2022,46,1.032918811,Beijing,Beijing_Beijing,0.876028453
5/12/2022,50,1.097695953,Beijing,Beijing_Beijing,0.83290267
5/13/2022,56,1.149176393,Beijing,Beijing_Beijing,0.722192688
5/14/2022,41,1.179178907,Beijing,Beijing_Beijing,0.459754348
5/15/2022,54,1.183809202,Beijing,Beijing_Beijing,0.053861653
5/16/2022,52,1.164241259,Beijing,Beijing_Beijing,-0.301746686
5/17/2022,69,1.124937224,Beijing,Beijing_Beijing,-0.50594411
5/18/2022,55,1.071462646,Beijing,Beijing_Beijing,-0.581937361
5/19/2022,62,1.009121657,Beijing,Beijing_Beijing,-0.563752016
5/20/2022,70,0.9424986,Beijing,Beijing_Beijing,-0.366795074
5/21/2022,61,0.875575276,Beijing,Beijing_Beijing,0.036882702
5/22/2022,99,0.811714809,Beijing,Beijing_Beijing,0.096851071
5/23/2022,48,0.752986915,Beijing,Beijing_Beijing,0.003600565
5/24/2022,47,0.700421293,Beijing,Beijing_Beijing,-0.22671726
5/25/2022,45,0.654523972,Beijing,Beijing_Beijing,-0.477537624
5/26/2022,29,0.615672604,Beijing,Beijing_Beijing,-0.653011774
5/27/2022,24,0.584279483,Beijing,Beijing_Beijing,-0.775157761
5/28/2022,21,0.560942301,Beijing,Beijing_Beijing,-0.840852346
5/29/2022,12,0.546631844,Beijing,Beijing_Beijing,-0.875154883
5/30/2022,18,0.542947921,Beijing,Beijing_Beijing,-0.896691924
5/31/2022,15,0.552483091,Beijing,Beijing_Beijing,-0.910316789
6/1/2022,14,0.579132903,Beijing,Beijing_Beijing,-0.897184407
6/2/2022,15,0.628611436,Beijing,Beijing_Beijing,-0.791676502
6/3/2022,6,0.709595023,Beijing,Beijing_Beijing,-0.481594363
6/4/2022,19,0.832670803,Beijing,Beijing_Beijing,0.057578387
6/5/2022,6,1.005336109,Beijing,Beijing_Beijing,0.515857653
6/6/2022,2,1.222762754,Beijing,Beijing_Beijing,0.724462029
6/7/2022,8,1.457347232,Beijing,Beijing_Beijing,0.830067679
6/8/2022,1,1.659208019,Beijing,Beijing_Beijing,0.889947099
6/9/2022,8,1.776638136,Beijing,Beijing_Beijing,0.924514235
6/10/2022,61,1.78299111,Beijing,Beijing_Beijing,0.94996563
6/11/2022,65,1.686947477,Beijing,Beijing_Beijing,0.944262796
6/12/2022,51,1.52036743,Beijing,Beijing_Beijing,0.910494337
6/13/2022,74,1.320026814,Beijing,Beijing_Beijing,0.840963466
6/14/2022,63,1.115907306,Beijing,Beijing_Beijing,0.71620143
6/15/2022,18,0.922542725,Beijing,Beijing_Beijing,0.505695994
6/16/2022,22,0.743290816,Beijing,Beijing_Beijing,0.217786516
6/17/2022,9,0.578681527,Beijing,Beijing_Beijing,-0.040776023
6/18/2022,1,0.431652794,Beijing,Beijing_Beijing,-0.235950908
6/19/2022,5,0.308521739,Beijing,Beijing_Beijing,-0.385833213
6/20/2022,5,0.21567296,Beijing,Beijing_Beijing,-0.482764221
6/21/2022,6,0.152478511,Beijing,Beijing_Beijing,-0.534021355
6/22/2022,3,0.113720782,Beijing,Beijing_Beijing,-0.545497295
