"city","mean_corr","lb_corr","ub_corr","se","province"
"Anhui_Bangbu","0.713136339280055","0.267092734774397","0.907530586749658","0.116257068452157","Anhui"
"Anhui_Fuyang","0.598103057796316","0.405806008997105","0.739691046087216","0.198566143317441","Anhui"
"Anhui_Hefei","0.911135318941751","0.85023025078506","0.947969345520227","0.0331785426440952","Anhui"
"Anhui_Huaibei","0.557371373160298","0.0631244699026058","0.832066239881945","0.255357030109028","Anhui"
"Anhui_Suzhou","0.0581780580970993","-0.509135891138794","0.590250392465434","0.421075377799642","Anhui"
"Anhui_Wuhu","0.51400415596309","0.00235328510799345","0.81237015516844","0.259481996477639","Anhui"
"Anhui_Xuancheng","0.780187639458038","0.463879876557667","0.920065893847072","0.160744580551458","Anhui"
"Beijing_Beijing","-0.486521452518487","-0.609559528311606","-0.340595183289342","0.179711346038683","Beijing"
"Chongqing_Chongqing","-0.285640831779596","-0.448877546203433","-0.103956072431922","0.148637437847877","Chongqing"
"Fujian_Fuzhou","0.827505931472916","0.711979054858393","0.899416812411693","0.121928903378582","Fujian"
"Fujian_Quanzhou","0.463994689139656","-0.116879790048419","0.808331548819725","0.196973700351658","Fujian"
"Fujian_Xiamen","0.56754496346275","-0.155013031827163","0.89451215329772","0.171196629731698","Fujian"
"Gansu_Baiyin","-0.647170286481436","-0.830047059398059","-0.338627001098396","0.163432536499276","Gansu"
"Gansu_Gannan","0.943167761113629","0.840354630538575","0.980470883716649","0.225674121139139","Gansu"
"Gansu_Lanzhou","-0.257036839409983","-0.433358835317252","-0.0617625563595355","0.233110723947034","Gansu"
"Gansu_Linxia","0.829770237747674","0.419090256721402","0.958588363418379","0.117199510341174","Gansu"
"Gansu_Longnan","-0.346541633640086","-0.753634346060779","0.252703296871727","0.325928920182397","Gansu"
"Gansu_Qingyang","0.00819210346586111","-0.414856014894313","0.428327935563203","0.422782269553373","Gansu"
"Gansu_Tianshui","-0.418707080164796","-0.748684621824269","0.0775527749266003","0.266472577938428","Gansu"
"Guangdong_Dongguan","0.750409269688578","0.497654843805034","0.885696629746421","0.323770031630631","Guangdong"
"Guangdong_Foshan","0.154367260944356","-0.132589709060164","0.417448027003961","0.272771581422161","Guangdong"
"Guangdong_Guangzhou","0.528226609587338","0.328142748108953","0.682948421004685","0.148136790517507","Guangdong"
"Guangdong_Huizhou","0.52551804970772","-0.108601757262907","0.855656112173041","0.328856960820324","Guangdong"
"Guangdong_Maoming","0.860447668226739","0.705010287959888","0.937007237354907","0.151228901944258","Guangdong"
"Guangdong_Meizhou","0.828129005878819","0.662785121513603","0.916473604012124","0.106150564950538","Guangdong"
"Guangdong_Qingyuan","0.414355025733425","0.150714373342928","0.622969779374791","0.223252029239372","Guangdong"
"Guangdong_Shantou","0.140788476292793","-0.278428002549612","0.514945666867792","0.251062522165432","Guangdong"
"Guangdong_Shenzhen","0.34648834250454","0.162993175031907","0.5068152353041","0.173826157226226","Guangdong"
"Guangdong_Zhanjiang","0.506729820676524","0.0344742212135852","0.793995757203049","0.34884763503378","Guangdong"
"Guangdong_Zhaoqing","0.850624027045739","0.56394517802581","0.954332833926082","0.0642122459973371","Guangdong"
"Guangdong_Zhongshan","0.950892710683684","0.817107980573155","0.987488317440703","0.0509817945524772","Guangdong"
"Guangdong_Zhuhai","0.301500413186723","-0.116013118390658","0.628465763707865","0.307977064113829","Guangdong"
"Guangxi_Beihai","0.995261151278647","0.979315367753743","0.998921030852826","0.00621917476232689","Guangxi"
"Guangxi_Chongzuo","-0.247392798885909","-0.453096612531347","-0.0166759042904201","0.330655599083122","Guangxi"
"Guangxi_Fangchenggang","0.408336638194873","0.224271713615393","0.564270910347215","0.246844899833958","Guangxi"
"Guangxi_Guilin","0.982932554049853","0.9480120487705","0.994463488412717","0.00640225188231228","Guangxi"
"Guangxi_Hechi","-0.696265830905432","-0.907531597432755","-0.203788936255818","0.163827636420418","Guangxi"
"Guizhou_Bijie","0.901099611843192","0.627466809137033","0.976629995537764","0.0452746348895866","Guizhou"
"Guizhou_Guiyang","-0.835171565763156","-0.909210035301132","-0.709928685934966","0.142020548095999","Guizhou"
"Guizhou_Zunyi","0.934319928247302","0.790044975361877","0.980531608413267","0.0417855295241984","Guizhou"
"Hainan_Danzhou","0.486363287442337","0.177363589536379","0.708074715191594","0.403623476097502","Hainan"
"Hainan_Dongfang","0.209786906763453","-0.21151677934237","0.565345708394461","0.433671099903088","Hainan"
"Hainan_Ledong","0.136130929039604","-0.257194651782504","0.490762793488264","0.460015987642774","Hainan"
"Hainan_Lingaoxian","0.865451306392157","0.677601528843153","0.947287093718574","0.330594298858335","Hainan"
"Hainan_Lingshui","0.759113838803926","0.512720420810551","0.889979560218258","0.174263838453073","Hainan"
"Hainan_Sanya","0.773482152048819","0.616311218889837","0.871393695727122","0.232608896193844","Hainan"
"Hainan_Wanning","0.415865602013622","0.135739052308359","0.634422469442966","0.262954501001465","Hainan"
"Hebei_Baoding","-0.351575890105748","-0.562489499452354","-0.0977014021991863","0.245525171183477","Hebei"
"Hebei_Handan","0.516421977244522","0.17754641985196","0.745810956875755","0.479440016205574","Hebei"
"Hebei_Langfang","0.527066234685643","0.30665360343903","0.693828633557149","0.199166333729945","Hebei"
"Hebei_Qinhuangdao","-0.0250613660823246","-0.304119621883049","0.257958015592065","0.365307398994142","Hebei"
"Hebei_Shijiazhuang","-0.0651467146246838","-0.441367084239131","0.330553156478183","0.229443500757491","Hebei"
"Heilongjiang_Daqing","0.799531136930859","0.486532956130146","0.930635481704039","0.0994245552048292","Heilongjiang"
"Heilongjiang_Harbin","0.606529937504071","0.268926571647015","0.811402395273852","0.22873769984866","Heilongjiang"
"Heilongjiang_Heihe","0.750801722392639","0.570405323181921","0.862097710748267","0.117119739100287","Heilongjiang"
"Heilongjiang_Jiamusi","0.932844124061129","0.665892672830805","0.988033720625608","0.288609536923923","Heilongjiang"
"Heilongjiang_Qiqihaer","0.893400799634883","0.723378031781361","0.961269426719512","0.0619924188056534","Heilongjiang"
"Heilongjiang_Suihua","0.7289257629437","0.551358336813242","0.843312188969934","0.13559341347681","Heilongjiang"
"Henan_Anyang","0.945393013193567","0.856607135547559","0.979802571414146","0.0187349528756343","Henan"
"Henan_Shangqiu","0.863225542878866","0.733129569123906","0.932375925562757","0.13624234946082","Henan"
"Henan_Zhengzhou","-0.0908066968489544","-0.334971924117843","0.164786717019808","0.251871161989653","Henan"
"Henan_Zhumadian","-0.544129161663003","-0.842524017352804","0.00980317689803108","0.309078925904107","Henan"
"Hubei_Enshi","0.816836946475188","0.333775521481325","0.960116983967745","0.498472796233644","Hubei"
"Hubei_Huangshi","0.532945870703413","0.103874666503349","0.794770101621567","0.402882712723911","Hubei"
"Hubei_Wuhan","-0.132421635632832","-0.321434045189691","0.0667384032089053","0.176937540192746","Hubei"
"Hubei_Xiangyang","0.809874466427542","0.68779677749576","0.887401879651529","0.0766432294349107","Hubei"
"Hunan_Changde","0.990673531416055","0.968148342596045","0.99729104664204","0.00458371894061913","Hunan"
"Hunan_Changsha","0.0851409161512757","-0.18951910837849","0.347443569031443","0.164545581396855","Hunan"
"Hunan_Huaihua","0.854674090498183","0.729079899246544","0.924584317529642","0.0687190260257852","Hunan"
"Hunan_Shaoyang","0.738075544071039","0.567484260295537","0.847911219459623","0.262159107542134","Hunan"
"Hunan_Xiangxi","0.992087678257372","0.977606086137728","0.997217557865278","0.00797409664674303","Hunan"
"Hunan_Yongzhou","-0.106670503986307","-0.534966985997092","0.365242472831817","0.314191597703709","Hunan"
"Hunan_Zhuzhou","-0.622022479666057","-0.834769704532309","-0.24766844483832","0.203561336835667","Hunan"
"Inner Mongolia_Alxa","0.264258195675039","-0.247878586904013","0.660957947410048","0.322922338633437","Inner Mongolia"
"Inner Mongolia_Baotou","-0.900894088332003","-0.968524032630058","-0.70940399977587","0.131261352963715","Inner Mongolia"
"Inner Mongolia_Bayannaoer","0.828351866654202","0.738378903206403","0.889352096053693","0.119184640885248","Inner Mongolia"
"Inner Mongolia_Chifeng","0.917857786730961","0.742240271433758","0.975505352514335","0.072344154251142","Inner Mongolia"
"Inner Mongolia_Eerduosi","0.769966398085652","0.625719326996889","0.863295615034821","0.122440892668612","Inner Mongolia"
"Inner Mongolia_Hohhot","0.546519762076922","0.326540071942449","0.710335252134415","0.203943742877093","Inner Mongolia"
"Inner Mongolia_Tongliao","0.953020772483642","0.898355359985397","0.978617772101472","0.0212536952833312","Inner Mongolia"
"Inner Mongolia_Wuhai","-0.474476349841069","-0.777755163622641","0.00800036629197433","0.37691690024218","Inner Mongolia"
"Inner Mongolia_Wulanchabu","-0.577597239865387","-0.779163153641786","-0.267771698542414","0.198649388050299","Inner Mongolia"
"Inner Mongolia_Xingan","0.964524375110474","0.893954407445927","0.988419424063537","0.0239217551225613","Inner Mongolia"
"Jiangsu_Huaian","0.891674786436804","0.747852083394522","0.955548738141601","0.0766149559302605","Jiangsu"
"Jiangsu_Lianyungang","0.932011563398122","0.817640631593365","0.975614436230854","0.0463950750202577","Jiangsu"
"Jiangsu_Nanjing","0.360976243597014","0.100481861146666","0.575156027246006","0.189695233389421","Jiangsu"
"Jiangsu_Nantong","0.915558995767153","0.850628281140746","0.952981934426146","0.0641246417809719","Jiangsu"
"Jiangsu_Suqian","0.448617313334628","0.0907177557054558","0.703889384418119","0.31565755177335","Jiangsu"
"Jiangsu_Suzhou","0.467151016297616","0.235210114353108","0.648752783610917","0.196452722332738","Jiangsu"
"Jiangsu_Taizhou","0.887441804157587","0.638963603526174","0.968223947664566","0.061806739105545","Jiangsu"
"Jiangsu_Wuxi","0.847944817495633","0.742762455388165","0.912283639043093","0.0809436403134075","Jiangsu"
"Jiangsu_Xuzhou","0.246346635642328","-0.00808850254631525","0.470823619725726","0.259407044822667","Jiangsu"
"Jiangsu_Yancheng","-0.130109123482496","-0.46310438924268","0.235074753863999","0.305398092084307","Jiangsu"
"Jiangsu_Yangzhou","-0.735593669743332","-0.871886376636561","-0.493536987500695","0.167247838724228","Jiangsu"
"Jiangsu_Zhenjiang","0.907156043177863","0.674121423840382","0.975943059475065","0.0373732329776786","Jiangsu"
"Jiangxi_Jian","0.571225706537917","0.218074198092448","0.792101596411462","0.157514846855797","Jiangxi"
